id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
1290,Carole,Eldershaw,Carole.Eldershaw@datascience.aot.com,Female,Silver,PhD,$206.93,"$2,507.17",Memphis,TN
1291,Kynthia,Levene,Kynthia.Levene@datascience.aot.com,Female,Silver,PhD,$230.01,"$3,561.55",El Paso,TX
1292,Randene,Ashmore,Randene.Ashmore@datascience.aot.com,Female,Gold,Some College,$162.83,"$2,533.40",,
1293,Maribeth,Ottee,Maribeth.Ottee@datascience.aot.com,Female,Silver,PhD,$200.72,"$1,157.95",San Jose,CA
1294,Gustave,Clemendot,Gustave.Clemendot@datascience.aot.com,Male,Platnium,PhD,$258.84,"$2,904.88",Baltimore,MD
1295,Zak,Ascough,Zak.Ascough@datascience.aot.com,Male,Platnium,PhD,$298.80,$566.38,Pasadena,TX
1296,Hew,Camilleri,Hew.Camilleri@datascience.aot.com,Male,None,Master Degree,$180.02,"$3,249.12",Roanoke,VA
1297,Claudius,Peaden,Claudius.Peaden@datascience.aot.com,Male,Silver,Master Degree,$184.49,"$1,183.51",Florence,SC
1298,Aida,Goves,Aida.Goves@datascience.aot.com,Female,Platnium,PhD,$319.59,"$3,903.07",Minneapolis,MN
1299,Esteban,Sancto,Esteban.Sancto@datascience.aot.com,Male,Silver,Master Degree,$261.65,"$2,517.13",Cape Coral,FL
1300,Hussein,Shoveller,Hussein.Shoveller@datascience.aot.com,Male,Platnium,Bachelor Degree,$330.18,"$3,563.09",Milwaukee,WI
1301,Yolande,Symington,Yolande.Symington@datascience.aot.com,Female,None,High School Diploma,$288.23,"$2,152.37",Philadelphia,PA
1302,Vick,Pairpoint,Vick.Pairpoint@datascience.aot.com,Male,None,,,,Roanoke,VA
1303,Kalila,Haestier,Kalila.Haestier@datascience.aot.com,Female,Platnium,Bachelor Degree,$207.41,"$2,184.39",Atlanta,GA
1304,Dag,Somerbell,Dag.Somerbell@datascience.aot.com,Male,None,High School Diploma,$371.32,$420.34,Boulder,CO
1305,Abigael,Flacke,Abigael.Flacke@datascience.aot.com,Female,Platnium,Some College,$234.92,"$2,646.37",Fargo,ND
1306,Starlene,Leavesley,Starlene.Leavesley@datascience.aot.com,Female,None,Some College,$234.95,"$1,577.15",Aiken,SC
1307,Bryn,Perfitt,Bryn.Perfitt@datascience.aot.com,Non-binary,Silver,PhD,$287.67,"$2,432.61",Wilmington,DE
1308,Maggy,Plait,Maggy.Plait@datascience.aot.com,Female,Platnium,Some College,$361.02,"$3,952.14",Sparks,NV
1309,Daren,Fontenot,Daren.Fontenot@datascience.aot.com,Male,None,Bachelor Degree,$246.46,$557.91,Tacoma,WA
1310,Derril,Pendrill,Derril.Pendrill@datascience.aot.com,Male,Platnium,Master Degree,$212.93,"$4,399.51",Atlanta,GA
1311,Melamie,Toulson,Melamie.Toulson@datascience.aot.com,Female,Silver,Bachelor Degree,$164.60,"$4,464.52",El Paso,TX
1312,Lucita,Scholey,Lucita.Scholey@datascience.aot.com,Female,Silver,Bachelor Degree,$184.11,"$3,100.67",Washington,DC
1313,Tadeo,Trenchard,Tadeo.Trenchard@datascience.aot.com,Male,None,Bachelor Degree,$369.39,$683.01,Anchorage,AK
1314,Michale,Axelbee,Michale.Axelbee@datascience.aot.com,Male,None,PhD,$345.40,"$4,373.85",Roanoke,VA
1315,Frayda,Wartnaby,Frayda.Wartnaby@datascience.aot.com,Polygender,Gold,Some College,$201.51,$999.12,,
1316,Avivah,Yakovlev,Avivah.Yakovlev@datascience.aot.com,Female,Platnium,Master Degree,$370.26,"$4,480.43",Naples,FL
1317,Alec,Vasnev,Alec.Vasnev@datascience.aot.com,Male,None,Some College,$203.80,"$3,244.77",,
1318,Whitman,Banbridge,Whitman.Banbridge@datascience.aot.com,Male,Platnium,Master Degree,$192.14,"$4,937.35",Tampa,FL
1319,Hartwell,Kemball,Hartwell.Kemball@datascience.aot.com,Male,Gold,PhD,$280.57,"$3,986.79",Fresno,CA
1320,Isak,Scudders,Isak.Scudders@datascience.aot.com,Male,Silver,,,,North Las Vegas,NV
1321,Greg,Westley,Greg.Westley@datascience.aot.com,Male,Silver,Some College,$165.60,"$4,567.49",Spring,TX
1322,Callean,Marks,Callean.Marks@datascience.aot.com,Male,Gold,PhD,$191.97,"$3,168.04",White Plains,NY
1323,Kerri,Mundford,Kerri.Mundford@datascience.aot.com,Female,Platnium,High School Diploma,$226.94,"$4,100.82",Davenport,IA
1324,Jennifer,Stockau,Jennifer.Stockau@datascience.aot.com,Female,Gold,Master Degree,$397.46,"$1,654.25",Whittier,CA
1325,Alaine,Mannock,Alaine.Mannock@datascience.aot.com,Female,Silver,Some College,$355.36,"$4,548.13",Boca Raton,FL
1326,Cathi,Vondra,Cathi.Vondra@datascience.aot.com,Female,None,Bachelor Degree,$336.21,"$3,688.45",Muncie,IN
1327,Monro,McKirdy,Monro.McKirdy@datascience.aot.com,Male,Platnium,Some College,$392.03,"$1,877.50",Colorado Springs,CO
1328,Siward,Mellhuish,Siward.Mellhuish@datascience.aot.com,Agender,Platnium,Some College,$278.94,"$2,601.73",Tampa,FL
1329,Jena,Millery,Jena.Millery@datascience.aot.com,Female,Gold,Some College,$208.40,"$2,632.55",Oakland,CA
1330,Romeo,Cordingly,Romeo.Cordingly@datascience.aot.com,Male,Gold,High School Diploma,$281.31,"$3,749.20",College Station,TX
1331,Bran,Kiledal,Bran.Kiledal@datascience.aot.com,Non-binary,Gold,Bachelor Degree,$240.12,"$3,850.50",Lynchburg,VA
1332,Clywd,Tireman,Clywd.Tireman@datascience.aot.com,Male,Platnium,High School Diploma,$350.45,"$2,729.57",Albuquerque,NM
1333,Olag,Summerfield,Olag.Summerfield@datascience.aot.com,Male,Platnium,Some College,$234.06,"$3,501.79",Roanoke,VA
1334,Eldin,Trustey,Eldin.Trustey@datascience.aot.com,Male,Platnium,Some College,$184.27,"$3,314.67",,
1335,Taber,Calcott,Taber.Calcott@datascience.aot.com,Male,Platnium,Some College,$221.31,$617.61,Baltimore,MD
1336,Asa,Diehn,Asa.Diehn@datascience.aot.com,Male,None,Some College,$310.76,"$3,866.44",Houston,TX
1337,Jamie,Goodrick,Jamie.Goodrick@datascience.aot.com,Male,None,Master Degree,$165.94,"$1,223.08",El Paso,TX
1338,Julie,Creasy,Julie.Creasy@datascience.aot.com,Male,None,,,,Des Moines,IA
1339,Bunni,Serrier,Bunni.Serrier@datascience.aot.com,Female,None,High School Diploma,$270.83,"$2,821.63",Lancaster,PA
1340,Jo-ann,Grasha,Jo-ann.Grasha@datascience.aot.com,Female,Gold,PhD,$201.59,$528.64,El Paso,TX
1341,Cristiano,Serrell,Cristiano.Serrell@datascience.aot.com,Male,Gold,Some College,$253.89,"$2,644.91",Akron,OH
1342,Calhoun,Lashley,Calhoun.Lashley@datascience.aot.com,Male,Gold,Master Degree,$225.36,"$4,331.16",Oxnard,CA
1343,Camel,Sibille,Camel.Sibille@datascience.aot.com,Female,None,Bachelor Degree,$314.81,"$1,624.34",,
1344,Paulette,Keller,Paulette.Keller@datascience.aot.com,Female,Platnium,PhD,$377.92,"$4,040.04",Des Moines,IA
1345,Baxter,Winstanley,Baxter.Winstanley@datascience.aot.com,Male,None,,,,Cambridge,MA
1346,Nollie,Wolstenholme,Nollie.Wolstenholme@datascience.aot.com,Polygender,Gold,Master Degree,$248.59,"$4,538.20",Houston,TX
1347,Mariya,Trumper,Mariya.Trumper@datascience.aot.com,Female,Platnium,High School Diploma,$174.13,"$2,700.42",Arlington,VA
1348,Philippe,Cardello,Philippe.Cardello@datascience.aot.com,Agender,Platnium,Master Degree,$347.77,"$4,173.22",,
1349,Brocky,Pomfrey,Brocky.Pomfrey@datascience.aot.com,Male,Silver,PhD,$281.61,"$1,062.71",,
1350,Lorie,Mountain,Lorie.Mountain@datascience.aot.com,Female,Platnium,Master Degree,$294.38,"$3,966.44",New York City,NY
1351,Consalve,Donnellan,Consalve.Donnellan@datascience.aot.com,Male,None,Some College,$305.80,"$4,032.52",Great Neck,NY
1352,Demetrius,Ovill,Demetrius.Ovill@datascience.aot.com,Male,None,PhD,$366.90,"$1,478.50",,
1353,Jozef,Seargeant,Jozef.Seargeant@datascience.aot.com,Male,None,Master Degree,$241.68,"$3,837.44",Atlanta,GA
1354,Mortie,Bunt,Mortie.Bunt@datascience.aot.com,Male,Silver,PhD,$259.31,"$4,355.79",Tyler,TX
1355,Alvin,Surmeir,Alvin.Surmeir@datascience.aot.com,Male,Silver,Master Degree,$230.70,"$1,893.09",,
1356,Moshe,Sulman,Moshe.Sulman@datascience.aot.com,Male,Gold,Bachelor Degree,$287.89,"$3,203.41",Philadelphia,PA
1357,Lianna,Rickersy,Lianna.Rickersy@datascience.aot.com,Female,Platnium,Bachelor Degree,$345.55,"$3,407.12",Washington,DC
1358,Daron,Tabart,Daron.Tabart@datascience.aot.com,Male,Gold,Master Degree,$219.64,"$3,589.93",Gainesville,GA
1359,Ripley,Moretto,Ripley.Moretto@datascience.aot.com,Male,Silver,High School Diploma,$305.29,"$2,910.33",Young America,MN
1360,Sly,Jirieck,Sly.Jirieck@datascience.aot.com,Male,Platnium,Master Degree,$189.03,"$1,823.40",Dallas,TX
1361,Sol,Franzolini,Sol.Franzolini@datascience.aot.com,Male,None,Some College,$184.50,$642.63,Boston,MA
1362,Brook,Foxworthy,Brook.Foxworthy@datascience.aot.com,Male,Silver,Bachelor Degree,$167.93,"$3,268.35",Corona,CA
1363,Godfrey,Barck,Godfrey.Barck@datascience.aot.com,Male,Gold,High School Diploma,$264.23,"$3,358.15",Knoxville,TN
1364,Penny,Bydaway,Penny.Bydaway@datascience.aot.com,Female,Silver,PhD,$290.51,"$1,422.44",Cleveland,OH
1365,Berton,Edlington,Berton.Edlington@datascience.aot.com,Male,Gold,PhD,$296.79,"$3,110.15",Houston,TX
1366,Erasmus,Shenfish,Erasmus.Shenfish@datascience.aot.com,Male,Gold,High School Diploma,$307.09,"$1,515.06",Virginia Beach,VA
1367,Birk,Robert,Birk.Robert@datascience.aot.com,Male,None,High School Diploma,$198.08,$977.21,Cleveland,OH
1368,Dalis,Chrispin,Dalis.Chrispin@datascience.aot.com,Polygender,None,Some College,$311.45,"$1,631.15",Miami,FL
1369,Buiron,Greatrakes,Buiron.Greatrakes@datascience.aot.com,Male,Silver,Master Degree,$165.85,"$1,249.31",Seattle,WA
1370,Danny,Peddie,Danny.Peddie@datascience.aot.com,Male,Gold,Master Degree,$305.54,"$4,091.89",Columbia,SC
1371,Antoinette,Chater,Antoinette.Chater@datascience.aot.com,Female,Gold,Some College,$324.02,"$2,534.46",Danbury,CT
1372,Myrtle,Brunel,Myrtle.Brunel@datascience.aot.com,Genderfluid,Silver,Some College,$250.34,"$3,168.48",,
1373,Carrol,Lindenbaum,Carrol.Lindenbaum@datascience.aot.com,Male,None,Master Degree,$230.56,"$2,519.65",Huntsville,AL
1374,Merrie,Eddolls,Merrie.Eddolls@datascience.aot.com,Female,Platnium,Master Degree,$223.50,$955.47,,
1375,Ursulina,Della Scala,Ursulina.Della Scala@datascience.aot.com,Female,Platnium,Bachelor Degree,$378.64,"$2,413.94",Grand Rapids,MI
1376,Jason,Djuricic,Jason.Djuricic@datascience.aot.com,Male,Platnium,High School Diploma,$226.20,"$2,371.05",Portland,ME
1377,Mattie,Swynfen,Mattie.Swynfen@datascience.aot.com,Male,Silver,Bachelor Degree,$325.66,"$2,194.36",South Bend,IN
1378,Cilka,Hardington,Cilka.Hardington@datascience.aot.com,Female,Gold,Master Degree,$321.97,"$4,957.89",,
1379,Rikki,Ayrs,Rikki.Ayrs@datascience.aot.com,Male,Silver,Bachelor Degree,$368.60,"$2,536.81",Elizabeth,NJ
1380,Arlen,Coultous,Arlen.Coultous@datascience.aot.com,Male,None,High School Diploma,$160.86,"$3,871.83",Missoula,MT
1381,Humbert,Ruprich,Humbert.Ruprich@datascience.aot.com,Male,Silver,High School Diploma,$195.83,$889.29,Newark,NJ
1382,Katy,Jahnisch,Katy.Jahnisch@datascience.aot.com,Female,Silver,Bachelor Degree,$358.11,"$2,224.52",Jersey City,NJ
1383,Michelle,Hearty,Michelle.Hearty@datascience.aot.com,Female,Platnium,PhD,$335.03,"$3,143.31",San Jose,CA
1384,Jamison,Braden,Jamison.Braden@datascience.aot.com,Male,None,Some College,$193.37,"$2,168.12",Phoenix,AZ
1385,Anallise,Harmond,Anallise.Harmond@datascience.aot.com,Female,Platnium,PhD,$353.44,"$1,670.50",Phoenix,AZ
1386,Sylvan,Chominski,Sylvan.Chominski@datascience.aot.com,Polygender,Gold,High School Diploma,$154.42,"$4,264.39",Charleston,WV
1387,Thomas,Slader,Thomas.Slader@datascience.aot.com,Male,Gold,Some College,$164.49,"$3,330.17",Pomona,CA
1388,Yetta,Mourton,Yetta.Mourton@datascience.aot.com,Female,Silver,High School Diploma,$225.45,"$1,112.65",,
1389,Lilly,Oxbie,Lilly.Oxbie@datascience.aot.com,Genderqueer,Gold,High School Diploma,$214.89,"$1,095.50",Anchorage,AK
1390,Wilfrid,Reade,Wilfrid.Reade@datascience.aot.com,Male,Platnium,Some College,$260.41,"$4,501.95",Chicago,IL
1391,Chalmers,O'Garmen,Chalmers.O'Garmen@datascience.aot.com,Male,None,Master Degree,$213.59,"$1,831.87",Washington,DC
1392,Chantalle,Thornhill,Chantalle.Thornhill@datascience.aot.com,Female,Gold,Master Degree,$151.21,$583.21,Denver,CO
1393,Chris,Lowseley,Chris.Lowseley@datascience.aot.com,Male,Platnium,High School Diploma,$235.41,"$2,653.84",Naples,FL
1394,Fredrika,Andries,Fredrika.Andries@datascience.aot.com,Female,Gold,Bachelor Degree,$208.86,"$4,661.90",Round Rock,TX
1395,Alaster,Claughton,Alaster.Claughton@datascience.aot.com,Male,Silver,Some College,$161.73,"$4,239.81",Fort Worth,TX
1396,Trixi,Wrathall,Trixi.Wrathall@datascience.aot.com,Female,Platnium,High School Diploma,$246.84,"$2,446.92",Oakland,CA
1397,Ibrahim,Suche,Ibrahim.Suche@datascience.aot.com,Polygender,Platnium,Bachelor Degree,$253.13,"$2,507.88",Sacramento,CA
1398,Goddard,Tudge,Goddard.Tudge@datascience.aot.com,Male,None,High School Diploma,$198.65,"$3,068.26",Burbank,CA
1399,Lotty,McChruiter,Lotty.McChruiter@datascience.aot.com,Female,None,Bachelor Degree,$226.43,"$4,847.53",Waterbury,CT
1400,Hana,Comino,Hana.Comino@datascience.aot.com,Female,Platnium,Bachelor Degree,$348.83,"$1,756.52",,
1401,Leicester,Blonden,Leicester.Blonden@datascience.aot.com,Male,Platnium,PhD,$387.96,"$2,785.59",Wichita Falls,TX
1402,Marti,Caple,Marti.Caple@datascience.aot.com,Female,Silver,Bachelor Degree,$268.55,"$3,941.64",Washington,DC
1403,Nomi,Mottershead,Nomi.Mottershead@datascience.aot.com,Female,Silver,PhD,$343.38,$598.37,Peoria,IL
1404,Caleb,Whittier,Caleb.Whittier@datascience.aot.com,Male,None,High School Diploma,$361.75,"$3,434.47",Springfield,MO
1405,Ronnie,Pedder,Ronnie.Pedder@datascience.aot.com,Female,Silver,Some College,$321.95,"$2,715.05",Baton Rouge,LA
1406,Hillie,Akett,Hillie.Akett@datascience.aot.com,Male,Gold,PhD,$337.60,$684.90,Cincinnati,OH
1407,Cirilo,McLennan,Cirilo.McLennan@datascience.aot.com,Male,Gold,PhD,$284.10,"$3,567.75",Florence,SC
1408,Quent,Ecles,Quent.Ecles@datascience.aot.com,Male,Silver,Some College,$201.40,"$2,380.75",East Saint Louis,IL
1409,Lolly,Tyt,Lolly.Tyt@datascience.aot.com,Female,None,Some College,$225.90,"$4,649.72",Camden,NJ
1410,Olag,Iorillo,Olag.Iorillo@datascience.aot.com,Male,None,Bachelor Degree,$196.17,"$3,721.13",Nashville,TN
1411,Lind,Secretan,Lind.Secretan@datascience.aot.com,Male,Silver,Master Degree,$193.44,"$4,071.70",,
1412,Eli,Thominga,Eli.Thominga@datascience.aot.com,Male,Silver,Some College,$219.91,"$2,317.18",,
1413,Brendan,Carletti,Brendan.Carletti@datascience.aot.com,Bigender,Silver,Master Degree,$259.77,"$1,684.70",Cincinnati,OH
1414,Ignaz,Dainty,Ignaz.Dainty@datascience.aot.com,Male,Gold,High School Diploma,$303.42,"$1,633.21",Portland,OR
1415,Lyman,Fitzsymons,Lyman.Fitzsymons@datascience.aot.com,Male,Platnium,Some College,$382.57,"$4,838.62",Jacksonville,FL
1416,Shara,Boliver,Shara.Boliver@datascience.aot.com,Genderqueer,None,Some College,$246.78,"$1,197.80",Corpus Christi,TX
1417,Laureen,Jurges,Laureen.Jurges@datascience.aot.com,Female,Platnium,Bachelor Degree,$249.75,"$4,385.94",Cleveland,OH
1418,Cory,Blasiak,Cory.Blasiak@datascience.aot.com,Genderfluid,Gold,PhD,$166.52,"$3,313.95",Salt Lake City,UT
1419,Jerrine,Caban,Jerrine.Caban@datascience.aot.com,Female,Platnium,Bachelor Degree,$271.72,"$2,924.91",Aurora,CO
1420,Stefa,Iianon,Stefa.Iianon@datascience.aot.com,Female,Silver,PhD,$160.41,"$4,440.70",Anaheim,CA
1421,Tamiko,Tocque,Tamiko.Tocque@datascience.aot.com,Genderqueer,Gold,High School Diploma,$309.62,"$3,119.92",Charleston,SC
1422,Hirsch,Meredith,Hirsch.Meredith@datascience.aot.com,Male,None,Master Degree,$241.82,"$4,086.05",Springfield,IL
1423,Thibaut,Postlethwaite,Thibaut.Postlethwaite@datascience.aot.com,Male,Gold,High School Diploma,$345.97,"$2,871.70",Dallas,TX
1424,Pattie,Badger,Pattie.Badger@datascience.aot.com,Female,None,High School Diploma,$151.89,"$3,280.85",,
1425,Howie,Feige,Howie.Feige@datascience.aot.com,Male,Silver,Some College,$302.29,"$2,368.69",West Palm Beach,FL
1426,Marlee,Vise,Marlee.Vise@datascience.aot.com,Female,Gold,Some College,$252.32,"$4,550.77",San Bernardino,CA
1427,Elnore,Faulconer,Elnore.Faulconer@datascience.aot.com,Female,Silver,High School Diploma,$394.54,$411.11,,
1428,Tamma,Greenly,Tamma.Greenly@datascience.aot.com,Female,Platnium,Bachelor Degree,$323.44,"$2,043.75",Los Angeles,CA
1429,Abigael,Tupie,Abigael.Tupie@datascience.aot.com,Female,Gold,PhD,$162.63,"$3,070.56",Huntsville,AL
1430,Barney,Huckin,Barney.Huckin@datascience.aot.com,Male,None,,,,Monticello,MN
1431,Hildegarde,Abramsky,Hildegarde.Abramsky@datascience.aot.com,Female,Platnium,High School Diploma,$157.61,"$4,147.98",Shreveport,LA
1432,Wald,Nizet,Wald.Nizet@datascience.aot.com,Male,None,Master Degree,$355.11,"$1,871.13",Wichita,KS
1433,Rainer,Frondt,Rainer.Frondt@datascience.aot.com,Male,None,PhD,$254.98,"$4,679.64",Fargo,ND
1434,Reena,Akid,Reena.Akid@datascience.aot.com,Female,Silver,High School Diploma,$293.02,"$3,413.72",Wilmington,NC
1435,Derrik,Paquet,Derrik.Paquet@datascience.aot.com,Male,Gold,Some College,$202.98,"$4,648.42",,
1436,Ketty,Kyberd,Ketty.Kyberd@datascience.aot.com,Female,None,PhD,$317.25,"$4,415.52",Chicago,IL
1437,Genvieve,Bratcher,Genvieve.Bratcher@datascience.aot.com,Female,Gold,Master Degree,$173.90,"$1,100.15",Fayetteville,NC
1438,Shaine,Danielsson,Shaine.Danielsson@datascience.aot.com,Female,Platnium,PhD,$217.56,$679.88,Charlotte,NC
1439,Rafaellle,Brim,Rafaellle.Brim@datascience.aot.com,Male,Gold,PhD,$187.40,"$4,304.44",Waterbury,CT
1440,Grissel,Bingall,Grissel.Bingall@datascience.aot.com,Female,None,Bachelor Degree,$319.10,"$3,287.37",Memphis,TN
1441,Chandra,Fero,Chandra.Fero@datascience.aot.com,Female,Silver,,,,Indianapolis,IN
1442,Demetris,Kieff,Demetris.Kieff@datascience.aot.com,Male,Gold,PhD,$357.68,"$1,061.86",Charlotte,NC
1443,Kane,Forgie,Kane.Forgie@datascience.aot.com,Male,Silver,High School Diploma,$356.42,"$2,781.99",Monroe,LA
1444,Craggy,Martinolli,Craggy.Martinolli@datascience.aot.com,Male,Platnium,High School Diploma,$216.47,"$1,439.28",New Castle,PA
1445,Claudette,Alfwy,Claudette.Alfwy@datascience.aot.com,Female,None,Some College,$229.80,"$1,826.79",Bradenton,FL
1446,Frazier,Gladtbach,Frazier.Gladtbach@datascience.aot.com,Polygender,Silver,Master Degree,$301.84,$684.29,Washington,DC
1447,Dill,Copper,Dill.Copper@datascience.aot.com,Male,Platnium,High School Diploma,$356.85,"$2,099.01",Asheville,NC
1448,Silvana,Hollyland,Silvana.Hollyland@datascience.aot.com,Female,Gold,Master Degree,$348.41,$778.96,Lafayette,LA
1449,Albrecht,Reekie,Albrecht.Reekie@datascience.aot.com,Male,Gold,PhD,$373.46,"$2,675.72",,
1450,Karole,Densumbe,Karole.Densumbe@datascience.aot.com,Female,Silver,Bachelor Degree,$256.62,"$1,124.42",Houston,TX
1451,Wally,Rossborough,Wally.Rossborough@datascience.aot.com,Male,None,Bachelor Degree,$344.63,"$2,804.36",Buffalo,NY
1452,Thorstein,Flowith,Thorstein.Flowith@datascience.aot.com,Male,Gold,Some College,$356.23,"$4,256.95",West Hartford,CT
1453,Shanan,Drever,Shanan.Drever@datascience.aot.com,Male,Platnium,High School Diploma,$192.86,"$1,164.72",Washington,DC
1454,Keefe,Currao,Keefe.Currao@datascience.aot.com,Male,None,Some College,$391.76,"$3,455.72",Panama City,FL
1455,Nolana,Medway,Nolana.Medway@datascience.aot.com,Female,Silver,Some College,$256.91,$765.84,Seattle,WA
1456,Hamnet,Ewbanck,Hamnet.Ewbanck@datascience.aot.com,Male,None,Some College,$188.21,"$3,315.52",Kingsport,TN
1457,Chrysler,Bohike,Chrysler.Bohike@datascience.aot.com,Female,Platnium,PhD,$150.79,$659.06,San Antonio,TX
1458,Georgeanna,Masham,Georgeanna.Masham@datascience.aot.com,Female,Silver,Bachelor Degree,$161.93,"$3,304.75",Hagerstown,MD
1459,Gran,Harcarse,Gran.Harcarse@datascience.aot.com,Male,Platnium,Bachelor Degree,$179.48,"$2,728.62",Daytona Beach,FL
1460,Friederike,Younie,Friederike.Younie@datascience.aot.com,Female,Platnium,Bachelor Degree,$394.17,$456.49,Fort Wayne,IN
1461,Madeline,Dumbell,Madeline.Dumbell@datascience.aot.com,Female,Silver,Some College,$392.47,"$1,908.34",El Paso,TX
1462,Sandye,Clotworthy,Sandye.Clotworthy@datascience.aot.com,Non-binary,None,High School Diploma,$224.70,$590.69,Garland,TX
1463,Myrvyn,Wreath,Myrvyn.Wreath@datascience.aot.com,Male,Gold,Bachelor Degree,$211.76,"$1,434.39",Bradenton,FL
1464,Boigie,Ailsbury,Boigie.Ailsbury@datascience.aot.com,Male,Gold,Some College,$320.78,"$4,882.17",Detroit,MI
1465,Daren,Shannahan,Daren.Shannahan@datascience.aot.com,Male,None,Master Degree,$390.20,"$1,244.69",Peoria,IL
1466,Mikaela,Duxfield,Mikaela.Duxfield@datascience.aot.com,Female,None,PhD,$229.31,"$2,938.41",Minneapolis,MN
1467,Fairfax,Jimmes,Fairfax.Jimmes@datascience.aot.com,Male,Gold,Master Degree,$192.96,"$4,462.00",Columbus,OH
1468,Austine,Glasscock,Austine.Glasscock@datascience.aot.com,Female,Gold,Bachelor Degree,$270.36,"$3,357.80",Atlanta,GA
1469,Kiele,Boolsen,Kiele.Boolsen@datascience.aot.com,Female,Gold,Master Degree,$282.44,"$1,565.14",San Luis Obispo,CA
1470,Clari,Angear,Clari.Angear@datascience.aot.com,Female,Platnium,Bachelor Degree,$371.42,$921.89,New York City,NY
1471,Leroy,Tidbold,Leroy.Tidbold@datascience.aot.com,Male,Gold,Bachelor Degree,$199.26,"$4,581.65",Florence,SC
1472,Sidney,Heady,Sidney.Heady@datascience.aot.com,Bigender,Silver,Bachelor Degree,$300.94,$759.07,York,PA
1473,Dorey,Brandrick,Dorey.Brandrick@datascience.aot.com,Bigender,Gold,Master Degree,$309.76,"$1,277.34",Torrance,CA
1474,Shantee,Dobrowolski,Shantee.Dobrowolski@datascience.aot.com,Female,Gold,Master Degree,$249.49,$420.10,Minneapolis,MN
1475,Roshelle,De Souza,Roshelle.De Souza@datascience.aot.com,Female,None,Master Degree,$180.10,"$4,655.04",Memphis,TN
1476,Theobald,Cullinan,Theobald.Cullinan@datascience.aot.com,Male,Gold,PhD,$238.90,"$4,385.89",Lima,OH
1477,Les,Pre,Les.Pre@datascience.aot.com,Male,Platnium,PhD,$327.34,$817.11,Palmdale,CA
1478,Cherie,Kinnerley,Cherie.Kinnerley@datascience.aot.com,Female,None,High School Diploma,$203.68,"$3,297.97",,
1479,Enrika,Goldhill,Enrika.Goldhill@datascience.aot.com,Female,None,Some College,$174.48,"$3,932.86",Spring,TX
1480,Roseline,McIver,Roseline.McIver@datascience.aot.com,Female,Gold,Master Degree,$397.55,$635.21,,
1481,Casandra,Heinreich,Casandra.Heinreich@datascience.aot.com,Female,Platnium,High School Diploma,$393.36,"$4,137.65",,
1482,Edeline,Mougeot,Edeline.Mougeot@datascience.aot.com,Female,Platnium,Bachelor Degree,$361.48,"$3,245.49",Spring Hill,FL
1483,Nikolaus,Korneluk,Nikolaus.Korneluk@datascience.aot.com,Male,Silver,PhD,$172.25,"$3,312.08",Garden Grove,CA
1484,Florette,Joist,Florette.Joist@datascience.aot.com,Female,Gold,Master Degree,$164.69,"$4,393.28",Norwalk,CT
1485,Husein,Vian,Husein.Vian@datascience.aot.com,Genderfluid,Silver,Master Degree,$335.15,$855.58,Las Vegas,NV
1486,Kliment,Gleave,Kliment.Gleave@datascience.aot.com,Male,Silver,Some College,$151.21,"$1,544.43",Madison,WI
1487,Ursula,Garrud,Ursula.Garrud@datascience.aot.com,Non-binary,Gold,Master Degree,$364.12,"$3,554.57",San Jose,CA
1488,Wallie,Igonet,Wallie.Igonet@datascience.aot.com,Female,Silver,Some College,$267.19,"$3,068.26",Sioux City,IA
1489,Hurley,De L'Isle,Hurley.De L'Isle@datascience.aot.com,Male,Platnium,Some College,$363.69,"$2,351.52",Arlington,VA
1490,Codi,Doelle,Codi.Doelle@datascience.aot.com,Male,Silver,Some College,$205.44,$959.76,,
1491,Erick,Willetts,Erick.Willetts@datascience.aot.com,Male,Gold,High School Diploma,$201.45,"$1,266.62",Denver,CO
1492,Angus,Meth,Angus.Meth@datascience.aot.com,Male,Silver,Bachelor Degree,$394.69,"$1,450.64",Reno,NV
1493,Cathryn,Ajean,Cathryn.Ajean@datascience.aot.com,Female,Gold,Bachelor Degree,$263.78,"$1,602.58",Charleston,WV
1494,Kassandra,Milham,Kassandra.Milham@datascience.aot.com,Female,Gold,Bachelor Degree,$220.45,"$3,129.51",Cincinnati,OH
1495,Kaylil,Abramovitz,Kaylil.Abramovitz@datascience.aot.com,Genderqueer,Gold,High School Diploma,$252.57,"$3,379.50",Schenectady,NY
1496,Mel,Weich,Mel.Weich@datascience.aot.com,Male,Gold,Master Degree,$381.91,$536.02,Sacramento,CA
1497,Forster,Levins,Forster.Levins@datascience.aot.com,Male,Gold,Some College,$398.69,$548.32,North Las Vegas,NV
1498,Terra,Nutbeam,Terra.Nutbeam@datascience.aot.com,Female,Gold,High School Diploma,$358.64,"$1,387.38",New York City,NY
1499,Viki,Creasey,Viki.Creasey@datascience.aot.com,Female,Silver,Master Degree,$302.51,"$3,889.22",,
1500,Brendan,McClay,Brendan.McClay@datascience.aot.com,Male,None,Bachelor Degree,$282.39,"$4,539.84",Jackson,MS
